MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          SoilIndex   
6.304       59.6        0.9577      0.2908      1.655       55.99       14          0.01016     0.7452      1.115       0.7752      1           
8.401       50.09       0.9825      0.2065      1.863       69.03       17.26       0.00733     0.6899      0.7307      0.7396      1           
3.149       43.83       0.9511      0.1001      1.323       42.84       10.71       0.006102    0.6701      1.428       0.4335      1           
8.451       48          0.9593      0.3171      1.418       36.07       9.019       0.00671     0.7832      0.6605      0.7725      1           
4.566       58.17       0.9738      0.3594      1.356       38.73       9.683       0.005019    0.7076      1.124       0.6586      1           
1.779       75.71       0.9622      0.4891      1.403       80.68       20.17       0.006878    0.7119      1.157       0.1086      1           
8.083       45.17       0.9787      0.4631      1.903       41.29       10.32       0.008752    0.7074      0.1712      0.4673      1           
1.399       55.6        0.9988      0.369       1.547       47.83       11.96       0.003194    0.6207      1.267       0.5833      1           
6.37        72.21       0.9572      0.3326      1.341       78.16       19.54       0.007109    0.8061      1.005       0.704       1           
4.642       47.53       0.9813      0.4213      1.999       80.95       20.24       0.008787    0.7027      0.4432      0.3717      1           
7.421       55.33       0.9826      0.1958      1.627       37.71       9.426       0.004059    0.7448      0.7138      0.5223      1           
1.357       33.74       0.993       0.3823      1.314       72.63       18.16       0.006116    0.8292      1.039       0.4217      1           
0.91        56.85       0.9563      0.4636      1.681       84.84       21.21       0.007114    0.8395      1.162       0.05286     1           
13.62       55.49       0.9654      0.2214      1.526       58.08       14.52       0.008898    0.7584      0.2322      0.7222      1           
6.798       43.87       0.9676      0.1448      1.549       77.61       19.4        0.007897    0.7731      0.6407      0.5829      1           
0.557       72.1        0.9842      0.2999      1.746       60.48       15.12       0.006616    0.7889      1.76        0.5522      1           
1.681       40.83       0.9556      0.1748      1.972       56.16       14.04       0.008907    0.7036      0.08182     0.8654      1           
3.531       62.45       0.9571      0.1415      1.328       81.5        20.37       0.005084    0.6771      0.1451      0.1327      1           
1.403       57.07       0.9897      0.2099      1.525       83.65       20.91       0.006808    0.8153      1.526       0.9634      1           
2.301       56.29       0.9518      0.444       1.645       54          13.5        0.005069    0.6464      1.635       0.4995      1           
6.494       57.01       0.9914      0.4555      1.387       33.6        8.4         0.007093    0.6744      0.4292      1.08        1           
8.318       56.37       0.9529      0.2708      1.469       82.79       20.7        0.01037     0.6992      0.5287      0.4968      1           
5.05        70.31       0.9597      0.468       1.997       62.2        15.55       0.009064    0.7765      0.2397      0.9307      1           
0.5005      70.96       0.9993      0.4329      1.362       27.84       6.96        0.00694     0.6066      1.081       0.7926      1           
1.296       38.89       0.9578      0.451       1.795       69.71       17.43       0.004618    0.8231      0.8025      0.6594      1           
0.721       45.19       0.9871      0.4814      1.934       44.67       11.17       0.008045    0.8069      1.082       1.001       1           
3.219       51.24       0.9809      0.2274      2.092       30.3        7.576       0.008707    0.8311      0.1963      0.4738      1           
8.417       68.95       0.979       0.3359      1.884       82.75       20.69       0.009357    0.7234      0.4061      0.5479      1           
0.382       46.71       0.9908      0.135       1.541       77.76       19.44       0.004905    0.843       1.011       0.06615     1           
2.464       42.09       0.9555      0.4385      1.283       74.08       18.52       0.003819    0.74        0.4074      0.1426      1           
1.669       57.46       0.9938      0.3052      1.57        36.37       9.093       0.004162    0.6253      1.303       0.5401      1           
0.7918      54.12       0.9617      0.1858      1.914       84.86       21.22       0.008508    0.6263      1.887       0.7134      1           
0.9965      66.64       0.9706      0.2563      1.377       24.93       6.232       0.008199    0.6666      0.696       0.7317      1           
3.944       47.43       0.9682      0.4315      1.973       37.41       9.354       0.01027     0.6765      1.375       0.9239      1           
1.885       62.74       0.9944      0.4042      1.875       54.41       13.6        0.007352    0.6237      0.2842      0.7681      1           
0.2034      62.71       0.9837      0.2446      1.907       62.48       15.62       0.009326    0.8419      1.604       0.7975      1           
0.07939     51.27       0.9765      0.3698      1.202       66.79       16.7        0.006811    0.7619      0.3437      0.4879      1           
1.158       56.88       0.9948      0.4435      1.464       80.32       20.08       0.005369    0.8321      1.308       0.583       1           
1.146       32.7        0.978       0.4572      1.352       47.28       11.82       0.009325    0.6722      1.326       0.5415      1           
2.105       37.38       0.9718      0.3814      1.939       88.98       22.24       0.009516    0.7215      1.682       0.5675      1           
11.48       66          0.9973      0.2854      1.697       85.43       21.36       0.009175    0.7952      0.321       0.5564      1           
12.57       57.59       0.9811      0.4061      1.418       63.65       15.91       0.008193    0.7421      0.1315      0.5374      1           
11.15       52.96       0.9519      0.2755      1.744       73.14       18.28       0.008637    0.6744      0.2374      0.6854      1           
3.178       63.98       0.9682      0.2554      1.785       47.8        11.95       0.006324    0.8158      0.07786     0.8237      1           
0.3649      68.25       0.9578      0.1515      1.942       53.3        13.32       0.00753     0.6963      0.1731      0.5255      1           
4.991       69.13       0.9966      0.325       1.893       57.18       14.3        0.006297    0.7347      1.091       0.9374      1           
12.4        65.83       0.9977      0.3225      1.351       69.98       17.5        0.01065     0.7758      0.3756      0.4846      1           
3.878       45.47       0.9952      0.4334      1.871       28.15       7.037       0.004167    0.7925      0.429       0.9584      1           
1.593       71.81       0.9833      0.2747      2.074       78.03       19.51       0.005556    0.8393      1.565       0.2042      1           
1.445       42.93       0.9942      0.2477      1.432       46.35       11.59       0.008557    0.6442      0.7345      0.9705      1           
1.106       51.09       0.9661      0.1885      1.774       66.32       16.58       0.004973    0.6079      1.25        0.8017      1           
0.6064      61.78       0.9613      0.1779      1.734       37.09       9.273       0.01025     0.754       1.499       0.9018      1           
11.72       60.85       0.9763      0.3073      1.434       52.64       13.16       0.0102      0.6825      0.4678      0.6513      1           
10.66       47.84       0.9803      0.331       1.409       66.57       16.64       0.009501    0.7537      0.6752      0.847       1           
0.351       39.86       0.982       0.36        2.161       88.19       22.05       0.008264    0.7193      1.309       0.4123      1           
2.413       76.88       0.9856      0.418       1.736       70.32       17.58       0.003963    0.7839      0.3185      0.3437      1           
8.71        48.39       0.9823      0.4823      1.348       42.15       10.54       0.004479    0.6861      0.5231      0.6521      1           
1.248       40.18       0.989       0.3848      1.295       85.13       21.28       0.004394    0.7536      0.811       0.8693      1           
2.714       54.97       0.9795      0.467       1.666       79.54       19.89       0.007701    0.7435      0.9619      0.3946      1           
0.3181      47.51       0.9876      0.2345      1.379       68.08       17.02       0.01011     0.8334      1.948       0.1881      1           
3.104       68          0.9803      0.1967      1.354       31.5        7.875       0.007669    0.8268      0.4942      1.03        1           
13.34       52.71       0.9533      0.1769      1.541       45.81       11.45       0.007812    0.7517      0.03384     0.7919      1           
2.652       61.56       0.9823      0.4017      1.384       82.22       20.55       0.004326    0.6223      0.6554      0.3705      1           
5.224       66.04       0.9961      0.2222      1.726       54.18       13.55       0.00861     0.8213      1.216       0.1765      1           
3.733       42.97       0.9902      0.2889      1.781       79.46       19.87       0.01037     0.7479      1.09        0.2202      1           
7.412       71.1        0.959       0.4725      1.995       45.49       11.37       0.005617    0.6729      0.8237      0.7484      1           
5.988       40.39       0.9723      0.275       1.344       83.74       20.94       0.008979    0.7048      0.03909     0.587       1           
1.438       57.65       0.9643      0.4936      1.399       61.96       15.49       0.004946    0.7382      0.6408      0.1782      1           
4.646       74.79       0.9798      0.4852      1.308       39.06       9.764       0.003826    0.7734      1.345       0.8075      1           
4.855       74.15       0.9864      0.3329      1.615       66.13       16.53       0.008681    0.6511      1.378       0.2769      1           
0.9863      57.11       0.9982      0.1437      1.54        22.81       5.703       0.00358     0.6128      1.631       0.8832      1           
0.8641      41.26       0.9893      0.1291      1.667       56.15       14.04       0.008907    0.8282      0.6106      0.8574      1           
0.7763      51.54       0.9874      0.4572      1.826       54.65       13.66       0.003946    0.7935      1.82        0.566       1           
0.4443      39.14       0.9923      0.1018      1.706       77.37       19.34       0.009361    0.813       0.6261      0.3962      1           
0.3604      68.99       0.9922      0.1553      2.076       39.42       9.856       0.009854    0.6705      0.8357      0.1892      1           
1.606       72.97       0.9701      0.1204      2.024       61.1        15.27       0.01076     0.6952      1.222       0.4249      1           
1.41        66.16       0.9716      0.4751      1.342       88.29       22.07       0.00592     0.6266      0.1851      0.3062      1           
0.1675      71.18       0.9715      0.3679      1.607       28.28       7.071       0.00834     0.7402      1.764       0.03541     1           
5.024       39.15       0.9826      0.4016      1.895       67.12       16.78       0.006577    0.7759      0.8952      0.4155      1           
0.7551      60.07       0.9695      0.3686      1.563       67.83       16.96       0.003511    0.6748      1.485       0.2002      1           
12.12       56.35       0.9703      0.4465      1.396       77.53       19.38       0.006379    0.7881      0.1335      1.051       1           
0.09197     38.34       0.9602      0.4602      1.235       21.53       5.383       0.004679    0.6963      0.1422      0.3211      1           
1.398       74.05       0.969       0.2623      1.422       89.73       22.43       0.008152    0.7974      1.619       0.2237      1           
0.5258      57.82       0.9947      0.3927      1.681       45.57       11.39       0.00447     0.7004      1.691       0.3159      1           
0.6418      47.82       0.991       0.3857      1.508       33.83       8.457       0.01047     0.6964      1.464       0.7571      1           
3.076       40.43       0.9828      0.2819      1.532       70.59       17.65       0.007981    0.7342      0.358       0.593       1           
1.959       45.5        0.9855      0.1975      2.077       63.35       15.84       0.00654     0.631       1.143       0.3146      1           
8.072       52.49       0.9663      0.2071      1.901       57.55       14.39       0.01073     0.7929      0.2922      0.6375      1           
2.966       65.23       0.9776      0.1625      1.447       40.62       10.15       0.005817    0.7669      0.8109      0.1411      1           
1.279       58.56       0.9938      0.1351      1.712       25.63       6.409       0.01099     0.69        1.673       0.1053      1           
6.951       56.71       0.986       0.1809      1.374       83.8        20.95       0.007656    0.8195      0.3323      0.7711      1           
2.466       73.2        0.9662      0.1087      1.954       50.65       12.66       0.008672    0.8315      0.7601      0.4246      1           
2.418       50.09       0.9861      0.2164      2.096       36.09       9.022       0.01098     0.831       0.2326      0.837       1           
9.935       50.02       0.9916      0.2472      1.798       67.01       16.75       0.005796    0.8114      0.6608      0.642       1           
1.115       49.31       0.975       0.1389      2.041       77.08       19.27       0.006778    0.7245      1.431       0.493       1           
2.042       38.88       0.9915      0.3783      1.302       34.42       8.604       0.006764    0.77        0.4099      0.1182      1           
9.227       49.92       0.9876      0.4947      1.461       89.55       22.39       0.008413    0.7538      0.4236      0.9386      1           
0.5468      40.18       0.9639      0.2713      2.106       36.1        9.026       0.009561    0.6116      1.793       0.7073      1           
12.69       52.65       0.9806      0.451       1.79        59.37       14.84       0.005934    0.7637      0.434       0.9972      1           
5.472       70.35       0.9905      0.2254      2.033       77.1        19.28       0.009917    0.7185      1.293       1.044       1           
1.87        61.31       0.9625      0.1804      1.897       52.64       13.16       0.01026     0.7667      1.726       0.1155      1           
1.706       35.58       0.9515      0.4875      1.507       88.87       22.22       0.003751    0.7761      1.626       0.3204      1           
4.016       54.46       0.9997      0.4712      1.511       81.68       20.42       0.01097     0.6787      0.3496      0.966       1           
0.2433      32.69       0.9532      0.4481      1.967       32.81       8.203       0.004025    0.7575      0.6069      0.431       1           
0.3477      40.11       0.9654      0.1112      1.557       29.67       7.419       0.006344    0.7556      0.101       0.1943      1           
7.753       51.66       0.9668      0.1294      1.55        36.21       9.052       0.009429    0.8216      0.008438    0.3395      1           
8.911       61.07       0.9762      0.4454      1.657       88.27       22.07       0.01074     0.7848      0.2941      0.6252      1           
0.1475      45.53       0.9755      0.2881      1.759       88.07       22.02       0.009172    0.6627      0.3681      0.9846      1           
5.956       45.52       0.9819      0.3699      1.677       86.77       21.69       0.00395     0.7585      1.047       1.015       1           
3.67        64.67       0.9722      0.4783      1.928       65.57       16.39       0.005294    0.8022      1.436       0.578       1           
5.989       42.85       0.9909      0.2674      1.346       89.23       22.31       0.006689    0.8158      0.4561      0.5523      1           
2.193       53.9        0.9681      0.1796      1.505       87.33       21.83       0.006148    0.6542      1.4         0.5092      1           
8.474       62.84       0.9763      0.2408      1.71        81.8        20.45       0.006314    0.7134      0.6435      0.7531      1           
0.5129      73.73       0.9966      0.275       1.966       38.73       9.683       0.009711    0.6774      1.207       0.48        1           
8.387       55.99       0.9585      0.4626      1.272       45.51       11.38       0.009077    0.7312      0.6007      1.058       1           
1.515       50.29       0.956       0.342       1.692       50.26       12.56       0.006438    0.7211      1.376       0.2779      1           
6.287       70.38       0.9698      0.4671      1.947       39.8        9.949       0.006908    0.6432      1.097       0.9093      1           
2.96        51.83       0.9923      0.3939      1.819       43.39       10.85       0.005619    0.6439      1.115       0.7221      1           
0.6962      63.11       0.9761      0.2769      1.901       43.65       10.91       0.008115    0.7844      1.822       0.1788      1           
0.2869      52.18       0.9983      0.2614      1.419       88.72       22.18       0.008675    0.7682      0.4877      0.7306      1           
0.5434      46.38       0.9905      0.4447      1.495       70.51       17.63       0.008508    0.8368      1.145       0.07637     1           
1.614       46.99       0.9594      0.3125      1.501       30.48       7.619       0.008255    0.6809      0.2718      0.3558      1           
3.601       62.44       0.9862      0.2278      1.938       42.95       10.74       0.004145    0.8214      0.4228      0.8657      1           
8.593       55.39       0.9669      0.3462      1.53        84.11       21.03       0.01092     0.6958      0.7063      0.7737      1           
7.655       60.4        0.979       0.2206      1.766       72.17       18.04       0.01061     0.7196      0.4071      0.5203      1           
8.169       65.97       0.9595      0.3878      1.859       35.01       8.754       0.005631    0.756       0.7231      0.5146      1           
13.35       65.46       0.9602      0.1031      1.339       79.23       19.81       0.006801    0.776       0.303       0.497       1           
1.843       41.58       0.9709      0.1397      1.505       81.37       20.34       0.009437    0.761       0.1284      0.4024      1           
3.859       67.14       0.998       0.2728      1.817       78.33       19.58       0.007824    0.8122      1.289       0.9112      1           
1.016       36.61       0.9892      0.4608      2.052       36.85       9.214       0.007467    0.6447      0.04316     0.2125      1           
0.5339      65.82       0.9854      0.2297      1.457       82.85       20.71       0.007557    0.665       1.101       0.5611      1           
0.06837     61.73       0.9957      0.4172      2.174       78.02       19.5        0.01022     0.8348      0.9387      0.8164      1           
3.541       55.57       0.9989      0.4566      1.896       65.28       16.32       0.004004    0.7642      1.009       0.4891      1           
3.047       64.08       0.9542      0.3503      1.71        42.58       10.65       0.004709    0.6828      0.08755     0.6493      1           
2.046       52.29       0.994       0.4334      1.496       64.57       16.14       0.005386    0.7803      1.011       0.7684      1           
0.3162      44.94       0.9645      0.369       1.243       76.53       19.13       0.003635    0.8379      1.547       0.53        1           
0.9301      46.57       0.9951      0.2765      1.863       59.95       14.99       0.004209    0.6195      0.3834      0.2204      1           
2.39        36.23       0.98        0.2697      1.418       39.74       9.934       0.01073     0.7173      1.36        0.2879      1           
0.526       73.84       0.9928      0.4734      1.416       37.2        9.301       0.009346    0.6558      0.3081      0.04701     1           
0.7857      66.99       0.9736      0.2883      1.376       69.2        17.3        0.009396    0.8025      0.784       0.2014      1           
6.451       69.18       0.9728      0.4207      1.685       85.55       21.39       0.004576    0.7216      1.064       1.008       1           
4.132       61.81       0.9798      0.4712      1.425       47.62       11.9        0.005193    0.7728      1.474       0.2155      1           
1.411       53.51       0.9868      0.2968      1.327       52.32       13.08       0.005957    0.6508      0.06187     0.6683      1           
1.931       37          0.9958      0.2658      1.889       84.14       21.04       0.004386    0.6773      1.638       0.7679      1           
0.7515      39.47       0.9752      0.3769      1.738       77.59       19.4        0.006871    0.7164      1.132       0.1293      1           
0.6349      61.95       0.9522      0.2688      2.108       48.87       12.22       0.004835    0.7582      0.5933      0.908       1           
0.2797      30.8        0.999       0.2369      1.943       53.64       13.41       0.009021    0.6866      1.227       0.5977      1           
5.311       52.57       0.9765      0.4414      1.638       86.36       21.59       0.007863    0.71        0.7452      0.8417      1           
8.37        60.28       0.972       0.4539      1.27        83.03       20.76       0.00582     0.6671      0.3332      0.3819      1           
7.712       64.79       0.9685      0.2442      1.664       84.57       21.14       0.005517    0.6961      0.1345      1.062       1           
0.03439     41.62       0.9504      0.3301      1.211       47.29       11.82       0.00485     0.6724      1.068       0.2128      1           
6.075       50.15       0.97        0.3144      1.447       55.97       13.99       0.00782     0.6866      0.01785     0.9431      1           
11.51       61.43       0.9894      0.4577      1.422       85.11       21.28       0.007606    0.7515      0.5125      0.8829      1           
3.057       67.05       0.9501      0.4361      1.365       58.4        14.6        0.005598    0.8377      0.8999      0.9676      1           
0.9281      32.97       0.9748      0.3384      1.328       73.67       18.42       0.01044     0.6195      1.392       0.3832      1           
11.18       63.06       0.9501      0.144       1.291       74.16       18.54       0.009168    0.7685      0.3645      0.9911      1           
3.067       35.65       0.9514      0.2519      2.088       89.7        22.43       0.009847    0.7486      0.7952      0.9405      1           
10.02       57.61       0.96        0.3056      1.451       76.39       19.1        0.006203    0.7514      0.4938      0.3719      1           
0.162       40.67       0.9517      0.1903      1.837       28.74       7.185       0.006049    0.826       0.8663      0.9628      1           
3.167       38.94       0.9616      0.267       1.635       86.28       21.57       0.004621    0.6675      0.2155      0.4395      1           
5.287       64.22       0.9535      0.17        1.582       71.66       17.92       0.008512    0.69        0.8785      0.2549      1           
0.9642      43.64       0.9629      0.334       2.032       28.59       7.149       0.006687    0.7124      1.415       0.1894      1           
0.3067      52.45       0.9501      0.272       1.754       58.4        14.6        0.005268    0.7254      0.8932      0.6019      1           
2.813       53.28       0.969       0.2239      1.434       34.93       8.733       0.006507    0.6501      0.6177      0.3949      1           
11.27       49.47       0.9558      0.3211      1.604       89.65       22.41       0.006059    0.7538      0.4868      1.012       1           
3.75        44.69       0.9611      0.4317      1.8         44.5        11.12       0.003833    0.7716      0.8352      0.2823      1           
0.5514      60.77       0.9748      0.2975      1.647       55.5        13.87       0.003574    0.8283      0.2692      0.8816      1           
3.523       56.38       0.9981      0.1383      1.431       71.9        17.97       0.009125    0.6432      1.377       0.8691      1           
14.06       65.5        0.9799      0.1524      1.405       75.76       18.94       0.007579    0.786       0.2011      0.6485      1           
2.781       40.61       0.9666      0.3272      2.018       61.85       15.46       0.005539    0.6567      0.4253      0.1823      1           
2.299       65.87       0.9591      0.4249      1.551       58.03       14.51       0.005748    0.8204      1.051       0.476       1           
0.02793     40.07       0.99        0.3719      1.599       33.83       8.457       0.01022     0.7771      0.7468      0.1654      1           
2.953       56.29       0.955       0.27        2.049       38.81       9.702       0.008622    0.8249      0.5701      0.8886      1           
3.735       47.84       0.957       0.2974      1.962       81.42       20.36       0.008975    0.727       1.383       0.2062      1           
11.39       51.56       0.9778      0.1504      1.81        74.73       18.68       0.008464    0.6911      0.09891     0.7526      1           
2.479       40.74       0.9796      0.1221      1.346       43.81       10.95       0.01062     0.7648      0.5678      0.4203      1           
0.1702      49.06       0.9933      0.1106      1.63        56.75       14.19       0.006236    0.8044      1.368       0.3148      1           
5.204       48.72       0.9848      0.2966      1.842       54.54       13.63       0.01095     0.6887      0.4275      0.7485      1           
1.291       55.26       0.9976      0.4697      1.368       53.16       13.29       0.005543    0.7121      1.827       0.72        1           
11.3        57.47       0.984       0.3369      1.607       46.34       11.59       0.008244    0.7659      0.1167      0.4389      1           
4.006       56.63       0.9642      0.2185      1.511       38.61       9.652       0.004225    0.6691      0.7633      0.2054      1           
0.9684      59.23       0.9535      0.4319      1.24        88.47       22.12       0.008743    0.7684      0.8857      0.6009      1           
4.714       41.71       0.9933      0.291       1.661       86.07       21.52       0.01015     0.6733      1.205       0.3299      1           
0.8166      49.4        0.9791      0.2582      1.754       57.7        14.42       0.008805    0.633       1.448       0.6313      1           
0.3808      57.3        0.9992      0.2598      1.467       64.84       16.21       0.009365    0.8255      1.391       0.7495      1           
6.992       43.43       0.9854      0.3946      1.825       35.77       8.942       0.007898    0.674       0.7811      0.9217      1           
2.88        40.4        0.956       0.4397      1.403       58.01       14.5        0.004893    0.7635      1.271       0.8883      1           
1.938       68.39       0.9793      0.3094      1.593       45.46       11.37       0.005103    0.6642      0.9665      0.7938      1           
0.06469     60.61       0.9864      0.2714      2.096       78.23       19.56       0.004432    0.6039      1.349       0.2372      1           
0.3475      44.78       0.9906      0.3186      1.531       59.99       15          0.005477    0.8431      0.6713      0.6647      1           
1.069       52.61       0.9877      0.2375      1.232       39.39       9.848       0.01008     0.6342      1.31        0.3593      1           
11.91       55.46       0.9907      0.2518      1.534       69.65       17.41       0.009373    0.7615      0.2763      0.9326      1           
1.018       54.27       0.9563      0.4391      1.653       77.56       19.39       0.009521    0.6953      1.264       0.355       1           
5.579       46.1        0.9563      0.3604      1.969       71.01       17.75       0.006049    0.701       0.918       0.2513      1           
0.5727      60.92       0.9821      0.1101      1.77        33.57       8.392       0.009895    0.7112      0.894       0.8726      1           
4.26        40.67       0.951       0.1875      2.001       65.95       16.49       0.0046      0.641       0.0867      0.1613      1           
0.2334      63.9        0.9954      0.4446      1.441       87.03       21.76       0.007012    0.7107      1.119       0.5389      1           
0.153       42.61       0.9523      0.2195      2.191       22.19       5.548       0.01046     0.7349      1.199       0.9326      1           
1.995       63.13       0.9743      0.3973      1.785       34.69       8.673       0.004751    0.6766      1.044       0.5692      1           
2.413       57.57       0.9622      0.2866      2.011       41.84       10.46       0.00578     0.7451      0.632       0.5955      1           
12.94       59.92       0.9891      0.4177      1.775       63.23       15.81       0.01033     0.7764      0.3992      0.5102      1           
0.3196      39.36       0.9563      0.4708      2.121       20.79       5.197       0.0067      0.7597      0.153       0.3077      1           
3.195       52.67       0.9658      0.4201      1.805       55.84       13.96       0.008973    0.7854      0.1294      0.3646      1           
14.13       62.56       0.9915      0.472       1.342       46.33       11.58       0.005771    0.7538      0.2101      0.9726      1           
4.122       61.08       0.9971      0.4585      1.667       74.1        18.53       0.005891    0.7485      1.001       0.3409      1           
1.28        47.24       0.9917      0.3197      1.477       65.77       16.44       0.005723    0.651       1.214       0.712       1           
5.029       72.01       0.9682      0.134       1.682       59.61       14.9        0.006538    0.8229      1.04        0.6895      1           
0.03688     33.34       0.9599      0.2804      1.464       66.2        16.55       0.008914    0.6126      0.3152      0.2701      1           
6.52        63.24       0.9811      0.1173      1.835       76.68       19.17       0.005211    0.7117      0.6209      0.8637      1           
3.534       49.9        0.9603      0.4769      1.344       77.11       19.28       0.004061    0.8026      0.4462      0.4524      1           
8.439       62.95       0.9555      0.3416      1.943       78.56       19.64       0.007258    0.7517      0.4996      0.947       1           
1.238       71.29       0.9645      0.14        1.209       86.45       21.61       0.009467    0.7774      0.8396      0.3468      1           
10.09       55.95       0.9756      0.2159      1.671       70.68       17.67       0.009638    0.7894      0.06364     1.1         1           
0.09926     52.92       0.9815      0.1817      1.458       68.58       17.15       0.006985    0.6283      0.9814      0.6304      1           
8.016       71.62       0.9881      0.3161      1.71        62.84       15.71       0.009232    0.8013      0.2827      0.8707      1           
14.21       55.07       0.9618      0.1452      1.361       83.26       20.82       0.008994    0.7334      0.02        0.8744      1           
1.962       51.12       0.9682      0.1321      1.402       71.15       17.79       0.008106    0.7811      0.1366      0.536       1           
3.354       39.25       0.9761      0.1071      1.583       68.28       17.07       0.009803    0.6741      1.046       0.416       1           
8.748       67.48       0.9564      0.2803      1.42        57.34       14.34       0.009777    0.7486      0.4414      0.5243      1           
0.3438      69.16       0.9832      0.4037      2.009       58.09       14.52       0.005073    0.8168      0.1393      0.6765      1           
0.4588      60.02       0.9721      0.2836      1.376       67.19       16.8        0.007279    0.6122      1.482       0.1324      1           
4.466       66.56       0.9927      0.3614      1.985       27.72       6.931       0.006041    0.7159      1.168       0.8863      1           
8.095       51.27       0.9978      0.4499      1.86        78.69       19.67       0.008117    0.7687      0.4085      0.8096      1           
0.2945      38.99       0.9543      0.1744      1.722       25.73       6.434       0.004143    0.6432      1.439       0.8293      1           
11.32       55.34       0.9639      0.3792      1.372       78.62       19.65       0.01028     0.8005      0.3759      0.3852      1           
3.188       39.77       0.9651      0.4623      1.601       49.1        12.27       0.005948    0.7601      1.443       0.525       1           
1.567       47.97       0.9778      0.3816      2.118       39.1        9.775       0.006212    0.6975      0.5653      0.3711      1           
1.536       48.11       0.9821      0.1311      2.145       50.21       12.55       0.008706    0.7489      0.7512      0.357       1           
13.62       61.74       0.9702      0.1033      1.368       59.03       14.76       0.00621     0.7269      0.1622      0.5483      1           
5.508       71.43       0.9709      0.1321      1.648       34.37       8.593       0.009513    0.6458      0.295       0.8349      1           
10.06       66.76       0.9772      0.4016      1.62        81.56       20.39       0.004716    0.7419      0.4785      0.6327      1           
13.09       53.55       0.9976      0.2097      1.369       46.8        11.7        0.007718    0.7567      0.06171     0.6682      1           
3.371       36.74       0.9733      0.3456      1.655       66.62       16.66       0.00982     0.7069      0.5927      0.8988      1           
14.06       61.26       0.9866      0.4602      1.5         78.75       19.69       0.00713     0.7314      0.2109      0.7579      1           
2.755       37.47       0.9669      0.341       1.542       88.07       22.02       0.005989    0.7449      1.583       0.3588      1           
4.006       62.47       0.9974      0.1234      1.959       84.82       21.21       0.009474    0.7899      1.389       0.5316      1           
0.1764      56.76       0.9978      0.2378      1.562       81.75       20.44       0.005671    0.7929      1.098       0.2825      1           
11.34       63.67       0.9978      0.3579      1.597       63.66       15.92       0.008951    0.7603      0.1062      0.5861      1           
0.9553      32.07       0.9903      0.3405      2           77.72       19.43       0.008588    0.8018      1.531       0.5528      1           
0.3092      56.95       0.9747      0.4741      2.069       67.2        16.8        0.005401    0.6277      0.1345      0.3015      1           
1.671       71.64       0.9632      0.1973      1.817       63.73       15.93       0.004643    0.6404      0.9039      0.7475      1           
7.847       52.82       0.9918      0.4347      1.286       47.63       11.91       0.007301    0.7965      0.1112      0.3638      1           
6.453       56.65       0.9701      0.3327      1.787       67.32       16.83       0.004989    0.6484      1.071       0.4615      1           
1.609       66.74       0.9667      0.1792      1.97        66.26       16.57       0.006232    0.8293      1.008       0.5759      1           
7.178       68.91       0.9736      0.3296      1.4         42.28       10.57       0.009516    0.7197      0.2479      0.7477      1           
2.684       44.18       0.9523      0.273       1.285       82.32       20.58       0.004077    0.7414      1           1.029       1           
4.44        73.57       0.9949      0.4225      1.262       45.81       11.45       0.00948     0.8265      0.826       0.7275      1           
0.3718      75.16       0.9504      0.4822      1.618       32.77       8.193       0.003294    0.7243      0.02877     0.7603      1           
2.537       76.83       0.9766      0.1642      1.353       79.35       19.84       0.008525    0.8169      1.444       0.2872      1           
1.845       56.94       0.9591      0.3912      1.524       76.77       19.19       0.006698    0.8005      1.433       0.842       1           
5.81        69.18       0.9795      0.2139      2.017       62.91       15.73       0.005781    0.7974      0.8837      0.7569      1           
5.143       52.33       0.9507      0.3974      1.901       51.16       12.79       0.005078    0.8249      0.5912      0.684       1           
3.09        62.5        0.9792      0.2537      1.373       85.66       21.41       0.009218    0.7801      0.06688     0.3063      1           
1.064       49.68       0.9797      0.2752      2.143       55.16       13.79       0.006347    0.6436      0.9176      0.6729      1           
0.3896      47.79       0.9511      0.3704      1.676       61.63       15.41       0.00969     0.7062      1.713       0.8149      1           
0.3588      31.55       0.9887      0.2443      2.154       88.67       22.17       0.005065    0.8038      0.002081    0.2491      1           
0.7944      77.53       0.9545      0.3727      1.236       28.75       7.187       0.01079     0.7599      1.183       0.7663      1           
2.301       62.98       0.9766      0.1468      2.054       34.7        8.674       0.003611    0.7637      1.047       0.648       1           
7.845       49.9        0.9717      0.4222      1.509       38.48       9.62        0.008604    0.8154      0.4174      0.6859      1           
2.2         53.27       0.9572      0.3471      1.343       48.63       12.16       0.006449    0.7237      0.1353      0.5268      1           
6.013       69.41       0.9836      0.1352      1.843       46.18       11.54       0.01057     0.6954      0.3564      0.5956      1           
3.811       60.16       0.9999      0.1783      2.03        47.66       11.92       0.006059    0.8068      0.923       0.6314      1           
0.5123      34.07       0.9593      0.1295      1.773       27.76       6.94        0.008472    0.7993      1.228       0.09666     1           
0.4197      42.6        0.9786      0.2044      1.964       78.53       19.63       0.007125    0.7799      0.2584      0.119       1           
5.223       48.6        0.9515      0.3392      1.939       81.82       20.45       0.007094    0.6678      0.5723      1.029       1           
3.938       50.14       0.9989      0.1027      1.684       44.44       11.11       0.009859    0.7112      0.8419      0.4789      1           
